ticker,epic,instrument_name,instrument_type,currency,market_status,search_term
CYRNUS,UA.D.CYRNUS.CASH.IP,CYREN Limited,SHARES,N/A,OFFLINE,CY
CY4IM,EF.D.CY4IM.CASH.IP,Cy4gate SpA,SHARES,N/A,EDITS_ONLY,CY
CYCUUS,UA.D.CYCUUS.CASH.IP,Cycurion Inc,SHARES,N/A,TRADEABLE,CY
CONEUS,UA.D.CONEUS.CASH.IP,CyrusOne Inc,SHARES,N/A,CLOSED,CY
T5OGY,ED.D.T5OGY.CASH.IP,CytoTool SA,SHARES,N/A,CLOSED,CY
SLEEPSS,EH.D.SLEEPSS.CASH.IP,Sleep Cycle AB (publ),SHARES,N/A,EDITS_ONLY,CY
CTSOUS,UA.D.CTSOUS.CASH.IP,CytoSorbents Corp,SHARES,N/A,TRADEABLE,CY
CYTKUS,UA.D.CYTKUS.CASH.IP,Cytokinetics Inc,SHARES,N/A,TRADEABLE,CY
BOCHLN,KA.D.BOCHLN.CASH.IP,Bank of Cyprus Holdings PLC,SHARES,N/A,CLOSED,CY
CCSLN,KC.D.CCSLN.CASH.IP,Crossword Cybersecurity PLC,SHARES,N/A,CLOSED,CY
CYAN,KC.D.CYAN.CASH.IP,Cyanconnode Holdings Plc,SHARES,N/A,EDITS_ONLY,CY
CYBRUS,UA.D.CYBRUS.CASH.IP,Cyber-Ark Software Ltd/Israel,SHARES,N/A,CLOSED,CY
CYBEUS,UA.D.CYBEUS.CASH.IP,CyberOptics Corporation,SHARES,N/A,CLOSED,CY
CYCNVUS,UA.D.CYCNVUS.CASH.IP,Cyclerion Therapeutics Inc,SHARES,N/A,TRADEABLE,CY
CYTHUS,UA.D.CYTHUS.CASH.IP,Cyclo Therapeutics Inc,SHARES,N/A,CLOSED,CY
CBAYUS,UA.D.CBAYUS.CASH.IP,CymaBay Therapeutics Inc,SHARES,N/A,CLOSED,CY
LPTXUS,UB.D.LPTXUS.CASH.IP,Cypherpunk Technologies Inc,SHARES,N/A,TRADEABLE,CY
CYTUS,UA.D.CYTUS.CASH.IP,Cyteir Therapeutics Inc,SHARES,N/A,CLOSED,CY
CTKBUS,UA.D.CTKBUS.CASH.IP,Cytek Biosciences Inc,SHARES,N/A,TRADEABLE,CY
CTMXUS,UA.D.CTMXUS.CASH.IP,CytomX Therapeutics Inc,SHARES,N/A,TRADEABLE,CY
SVACUS,UD.D.SVACUS.CASH.IP,Cyxtera Technologies Inc,SHARES,N/A,CLOSED,CY
CYXTWUS,UA.D.CYXTWUS.CASH.IP,Cyxtera Technologies Inc (Warrants),SHARES,N/A,CLOSED,CY
BUGUS,UA.D.BUGUS.CASH.IP,Global X Cybersecurity ETF,SHARES,N/A,TRADEABLE,CY
HUBCUS,UB.D.HUBCUS.CASH.IP,Hub Cyber Security Ltd,SHARES,N/A,OFFLINE,CY
ISPYLN,KA.D.ISPYLN.CASH.IP,L&G Cyber Security UCITS ETF,SHARES,N/A,EDITS_ONLY,CY
USPYLN,KA.D.USPYLN.CASH.IP,L&G Cyber Security UCITS ETF,SHARES,N/A,EDITS_ONLY,CY
PCYOUS,UC.D.PCYOUS.CASH.IP,Pure Cycle Corporation,SHARES,N/A,TRADEABLE,CY
BCYPUUS,UA.D.BCYPUUS.CASH.IP,Big Cypress Acquisition Corporation,SHARES,N/A,CLOSED,CY
PRESLN,KC.D.PRESLN.CASH.IP,Chesterfield Special Cylinders Holdings PLC,SHARES,N/A,EDITS_ONLY,CY
FCBRLN,KA.D.FCBRLN.CASH.IP,First Trust Nasdaq Cybersecurity UCITS ETF,SHARES,N/A,EDITS_ONLY,CY
CIBRLN,KA.D.CIBRLN.CASH.IP,First Trust Nasdaq Cybersecurity UCITS ETF (USD),SHARES,N/A,EDITS_ONLY,CY
BUGGLN,KA.D.BUGGLN.CASH.IP,Global X Cybersecurity Ucits Etf,SHARES,N/A,EDITS_ONLY,CY
CIBRUS,UA.D.CIBRUS.CASH.IP,Trust NASDAQ Cybersecurity ETF,SHARES,N/A,TRADEABLE,CY
WCBRUS,UD.D.WCBRUS.CASH.IP,WisdomTree Cybersecurity Fund,SHARES,N/A,TRADEABLE,CY
CYSELN,KA.D.CYSELN.CASH.IP,WisdomTree Cybersecurity UCITS ETF USD,SHARES,N/A,EDITS_ONLY,CY
CYBPLN,KA.D.CYBPLN.CASH.IP,ARK Invest UCITS ICAV - ARK Cybersecurity and Data Privacy UCITS ETF (GBP),SHARES,N/A,EDITS_ONLY,CY
CYBRLN,KA.D.CYBRLN.CASH.IP,ARK Invest UCITS ICAV - ARK Cybersecurity and Data Privacy UCITS ETF (USD),SHARES,N/A,EDITS_ONLY,CY
EURCZK,CS.D.EURCZK.CFD.IP,EUR/CZK,CURRENCIES,N/A,TRADEABLE,CZ
EURCZK,CS.D.EURCZK.MINI.IP,EUR/CZK Mini,CURRENCIES,N/A,TRADEABLE,CZ
USDCZK,CS.D.USDCZK.CFD.IP,USD/CZK,CURRENCIES,N/A,TRADEABLE,CZ
GBPCZK,CS.D.GBPCZK.CFD.IP,GBP/CZK,CURRENCIES,N/A,TRADEABLE,CZ
GBPCZK,CS.D.GBPCZK.MINI.IP,GBP/CZK Mini,CURRENCIES,N/A,TRADEABLE,CZ
USDCZK,CS.D.USDCZK.MINI.IP,USD/CZK Mini,CURRENCIES,N/A,TRADEABLE,CZ
DAX,IX.D.DAX.FWS1.IP,Germany 40 (E25),INDICES,N/A,TRADEABLE,DA
DAX,IX.D.DAX.FWM1.IP,Germany 40 (E5),INDICES,N/A,TRADEABLE,DA
EURDKK,CS.D.EURDKK.CFD.IP,EUR/DKK,CURRENCIES,N/A,TRADEABLE,DA
EURDKK,CS.D.EURDKK.MINI.IP,EUR/DKK Mini,CURRENCIES,N/A,TRADEABLE,DA
DES2,KA.D.DES2.CASH.IP,L&G DAX(r) Daily 2x Short UCITS ETF - EUR (LSE),SHARES,N/A,EDITS_ONLY,DA
USDDKK,CS.D.USDDKK.CFD.IP,USD/DKK,CURRENCIES,N/A,TRADEABLE,DA
DMNUS,UB.D.DMNUS.CASH.IP,Damon Inc,SHARES,N/A,OFFLINE,DA
DSKEUS,UB.D.DSKEUS.CASH.IP,Daseke Inc,SHARES,N/A,CLOSED,DA
DAVEUS,UB.D.DAVEUS.CASH.IP,Dave Inc,SHARES,N/A,TRADEABLE,DA
USDDKK,CS.D.USDDKK.MINI.IP,USD/DKK Mini,CURRENCIES,N/A,TRADEABLE,DA
DL2PLN,KA.D.DL2PLN.CASH.IP,L&G DAX(r) Daily 2x Long UCITS ETF,SHARES,N/A,EDITS_ONLY,DA
DEL2LN,KA.D.DEL2LN.CASH.IP,L&G DAX(r) Daily 2x Long UCITS ETF,SHARES,N/A,EDITS_ONLY,DA
3DELLN,KA.D.3DELLN.CASH.IP,WisdomTree DAX 30 3x Daily Lev,SHARES,N/A,EDITS_ONLY,DA
3LDELN,KA.D.3LDELN.CASH.IP,WisdomTree DAX 30 3x Daily Lev,SHARES,N/A,EDITS_ONLY,DA
3SDELN,KA.D.3SDELN.CASH.IP,WisdomTree DAX 30 3x Daily Sho,SHARES,N/A,EDITS_ONLY,DA
3DESLN,KA.D.3DESLN.CASH.IP,WisdomTree DAX 30 3x Daily Sho,SHARES,N/A,EDITS_ONLY,DA
DARDLN,KC.D.DARDLN.CASH.IP,DAR Global PLC,SHARES,N/A,EDITS_ONLY,DA
DTEAUS,UB.D.DTEAUS.CASH.IP,DAVIDsTEA Inc,SHARES,N/A,OFFLINE,DA
DB,EP.D.DB.CASH.IP,Danske Bank AS,SHARES,N/A,EDITS_ONLY,DA
DKIUS,UB.D.DKIUS.CASH.IP,Darkiris Inc,SHARES,N/A,TRADEABLE,DA
DARKLN,KA.D.DARKLN.CASH.IP,Darktrace PLC,SHARES,N/A,CLOSED,DA
DAMGY,ED.D.DAMGY.CASH.IP,Data Modul AG,SHARES,N/A,EDITS_ONLY,DA
DTCSJ,AR.D.DTCSJ.CASH.IP,DataTec Ltd (SA),SHARES,N/A,EDITS_ONLY,DA
DDOGUS,UB.D.DDOGUS.CASH.IP,Datadog Inc (24 Hours),SHARES,N/A,TRADEABLE,DA
D6HGY,ED.D.D6HGY.CASH.IP,Datagroup AG,SHARES,N/A,CLOSED,DA
DALIM,EF.D.DALIM.CASH.IP,Datalogic SpA,SHARES,N/A,EDITS_ONLY,DA
DADAUS,UB.D.DADAUS.CASH.IP,Dada Nexus Limited,SHARES,N/A,CLOSED,DA
DAKT,UB.D.DAKT.CASH.IP,Daktronics Inc,SHARES,N/A,TRADEABLE,DA
4DSGY,ED.D.4DSGY.CASH.IP,Daldrup & Soehne AG,SHARES,N/A,EDITS_ONLY,DA
DNKLN,KC.D.DNKLN.CASH.IP,Danakali Limited,SHARES,N/A,CLOSED,DA
CERUUS,UA.D.CERUUS.CASH.IP,Dare Bioscience Inc,SHARES,N/A,TRADEABLE,DA
DAIOUS,UB.D.DAIOUS.CASH.IP,Data I O Corporation,SHARES,N/A,TRADEABLE,DA
TZUPUS,UD.D.TZUPUS.CASH.IP,Datacentrex Inc,SHARES,N/A,TRADEABLE,DA
DATADC,EP.D.DATADC.CASH.IP,Dataproces Group A/S,SHARES,N/A,EDITS_ONLY,DA
WISAUS,UD.D.WISAUS.CASH.IP,Datavault AI Inc (24 Hours),SHARES,N/A,TRADEABLE,DA
DCHLN,KC.D.DCHLN.CASH.IP,Dauch Corporation (Lon),SHARES,N/A,EDITS_ONLY,DA
IRON,CC.D.IRON.UNC.IP,Iron Ore (CNH100),COMMODITIES,N/A,EDITS_ONLY,DA
IRON,CC.D.IRON.UMP.IP,Iron Ore (£1),COMMODITIES,N/A,EDITS_ONLY,DA
MKDUS,UC.D.MKDUS.CASH.IP,Molecular Data Inc,SHARES,N/A,OFFLINE,DA
NB2GR,ED.D.NB2GR.CASH.IP,Northern Data AG,SHARES,N/A,EDITS_ONLY,DA
SG84LN,KA.D.SG84LN.CASH.IP,SG FTSE x3 DAILY LONG,SHARES,N/A,CLOSED,DA
SG86LN,KA.D.SG86LN.CASH.IP,SG FTSE x5 DAILY LONG,SHARES,N/A,CLOSED,DA
SG46LN,KA.D.SG46LN.CASH.IP,SG GOLD X3 DAILY LONG,SHARES,N/A,CLOSED,DA
DBVFP,EC.D.DBVFP.CASH.IP,DBV Technologies SA,SHARES,N/A,EDITS_ONLY,DB
DBVTUS,UB.D.DBVTUS.CASH.IP,DBV Technologies SA (US),SHARES,N/A,TRADEABLE,DB
DBOUS,SI.D.DBOUS.CASH.IP,Invesco DB Oil Fund,SHARES,N/A,TRADEABLE,DB
BDDUS,SI.D.BDDUS.CASH.IP,DB Base Metals Double Long ETN,SHARES,N/A,OFFLINE,DB
DYYUS,SI.D.DYYUS.CASH.IP,DB Commodity Double Long ETN,SHARES,N/A,OFFLINE,DB
DGPUS,SI.D.DGPUS.CASH.IP,DB Gold Double Long ETN,SHARES,N/A,TRADEABLE,DB
DZZUS,SI.D.DZZUS.CASH.IP,DB Gold Double Short ETN,SHARES,N/A,TRADEABLE,DB
DBAUS,SI.D.DBAUS.CASH.IP,Invesco DB Agriculture Fund,SHARES,N/A,TRADEABLE,DB
DBBUS,SI.D.DBBUS.CASH.IP,Invesco DB Base Metals Fund,SHARES,N/A,TRADEABLE,DB
DBEUS,SI.D.DBEUS.CASH.IP,Invesco DB Energy Fund,SHARES,N/A,TRADEABLE,DB
XRH0LN,KA.D.XRH0LN.CASH.IP,db Physical Rhodium ETC,SHARES,N/A,EDITS_ONLY,DB
DBCUS,SI.D.DBCUS.CASH.IP,Invesco DB Commodity Index Tracking Fund,SHARES,N/A,TRADEABLE,DB
DBP,SI.D.DBP.CASH.IP,Invesco DB Precious Metals Fund,SHARES,N/A,TRADEABLE,DB
UDNUS,SI.D.UDNUS.CASH.IP,Invesco DB US Dollar Index Bearish Fund,SHARES,N/A,TRADEABLE,DB
UUPUS,SI.D.UUPUS.CASH.IP,Invesco DB US Dollar Index Bullish Fund,SHARES,N/A,TRADEABLE,DB
DBJPUS,SI.D.DBJPUS.CASH.IP,db X-trackers MSCI Japan Hedged Equity Fund,SHARES,N/A,TRADEABLE,DB
DBMGLN,KA.D.DBMGLN.CASH.IP,iMGP DBi Managed Futures Fund R USD UCITS ETF,SHARES,N/A,EDITS_ONLY,DB
DBMFUS,SI.D.DBMFUS.CASH.IP,iMGP DBi Managed Futures Strategy ETF,SHARES,N/A,TRADEABLE,DB
DCCLN,KA.D.DCCLN.CASH.IP,DCC PLC,SHARES,N/A,EDITS_ONLY,DC
DCD,KC.D.DCD.CASH.IP,DCD Media PLC,SHARES,N/A,CLOSED,DC
DCILN,KC.D.DCILN.CASH.IP,DCI ADVISORS LTD,SHARES,N/A,CLOSED,DC
DCFCUS,UB.D.DCFCUS.CASH.IP,Tritium DCFC Limited,SHARES,N/A,OFFLINE,DC
DCFCWUS,UB.D.DCFCWUS.CASH.IP,Tritium DCFC Limited - Warrants,SHARES,N/A,OFFLINE,DC
DDMXUUS,UB.D.DDMXUUS.CASH.IP,DD3 Acquisition Corp. II (Unit),SHARES,N/A,CLOSED,DD
NLBLI,PK.D.NLBLI.CASH.IP,Nova Ljubljanska Banka dd,SHARES,N/A,EDITS_ONLY,DD
DLAR,KA.D.DLAR.CASH.IP,De La Rue PLC,SHARES,N/A,CLOSED,DE
WDH,EP.D.WDH.CASH.IP,Demant AS,SHARES,N/A,EDITS_ONLY,DE
DLGIM,EF.D.DLGIM.CASH.IP,De' Longhi,SHARES,N/A,EDITS_ONLY,DE
DFXLN,KC.D.DFXLN.CASH.IP,Defenx PLC,SHARES,N/A,CLOSED,DE
DENNUS,UB.D.DENNUS.CASH.IP,Denny's Corp,SHARES,N/A,CLOSED,DE
DBK,ED.D.DBK.CASH.IP,Deutsche Bank AG,SHARES,N/A,EDITS_ONLY,DE
DVO,KA.D.DVO.CASH.IP,Devro PLC,SHARES,N/A,CLOSED,DE
DXCM,UB.D.DXCM.CASH.IP,DexCom Inc (24 Hours),SHARES,N/A,TRADEABLE,DE
DEXB,EA.D.DEXB.CASH.IP,Dexia SA,SHARES,N/A,CLOSED,DE
PDEXUS,UC.D.PDEXUS.CASH.IP,Pro-Dex Inc,SHARES,N/A,TRADEABLE,DE
JNVRUS,UB.D.JNVRUS.CASH.IP,DeFi Development Corp,SHARES,N/A,TRADEABLE,DE
DEMEBB,EA.D.DEMEBB.CASH.IP,DEME Group NV,SHARES,N/A,EDITS_ONLY,DE
DECBBB,EA.D.DECBBB.CASH.IP,Deceuninck NV,SHARES,N/A,EDITS_ONLY,DE
DEDISS,EH.D.DEDISS.CASH.IP,Dedicare AB (publ),SHARES,N/A,EDITS_ONLY,DE
A0MZ4BGY,ED.D.A0MZ4BGY.CASH.IP,Delignit AG,SHARES,N/A,EDITS_ONLY,DE
DEXGY,ED.D.DEXGY.CASH.IP,Delticom AG,SHARES,N/A,EDITS_ONLY,DE
DMTKUS,UB.D.DMTKUS.CASH.IP,DermTech Inc,SHARES,N/A,CLOSED,DE
DVT,EC.D.DVT.CASH.IP,Devoteam SA,SHARES,N/A,CLOSED,DE
DECFP,EC.D.DECFP.CASH.IP,JC Decaux SE,SHARES,N/A,EDITS_ONLY,DE
MOR,ED.D.MOR.CASH.IP,MorphoSy AG - DE,SHARES,N/A,CLOSED,DE
BRLIUS,UA.D.BRLIUS.CASH.IP,T3 Defense Inc,SHARES,N/A,OFFLINE,DE
TTDUS,UD.D.TTDUS.CASH.IP,Trade Desk Inc/The (24 Hours),SHARES,N/A,TRADEABLE,DE
VANBB,EA.D.VANBB.CASH.IP,Van de Velde NV,SHARES,N/A,EDITS_ONLY,DE
FSS,IR.D.FSS.FWS10.IP,3 Month SONIA (GBP 25),RATES,N/A,EDITS_ONLY,DE
FSS,IR.D.FSS.FWS11.IP,3 Month SONIA (GBP 25),RATES,N/A,EDITS_ONLY,DE
FSS,IR.D.FSS.FWS12.IP,3 Month SONIA (GBP 25),RATES,N/A,EDITS_ONLY,DE
FSS,IR.D.FSS.FWS13.IP,3 Month SONIA (GBP 25),RATES,N/A,EDITS_ONLY,DE
DFDSDC,EP.D.DFDSDC.CASH.IP,DFDS AS,SHARES,N/A,EDITS_ONLY,DF
DFSLN,KA.D.DFSLN.CASH.IP,DFS Furniture Ltd,SHARES,N/A,EDITS_ONLY,DF
DGFP,EC.D.DGFP.CASH.IP,Vinci SA,SHARES,N/A,EDITS_ONLY,DG
PATHLN,KC.D.PATHLN.CASH.IP,DG INNOVATE PLC,SHARES,N/A,CLOSED,DG
DHUS,UB.D.DHUS.CASH.IP,Definitive Healthcare Corporation,SHARES,N/A,TRADEABLE,DH
DPW,ED.D.DPW.CASH.IP,DHL Group,SHARES,N/A,EDITS_ONLY,DH
DHCAUS,UB.D.DHCAUS.CASH.IP,DHC Acquisition Corporation,SHARES,N/A,OFFLINE,DH
DHSLN,KA.D.DHSLN.CASH.IP,WisdomTree US Equity Income UCITS ETF - DHS,SHARES,N/A,EDITS_ONLY,DH
AILOSERS,IX.D.AILOSERS.IFD.IP,AI Disruption Risk Index ($1),INDICES,N/A,TRADEABLE,DI
DGE,KA.D.DGE.CASH.IP,Diageo PLC,SHARES,N/A,EDITS_ONLY,DI
DIGIAFH,EB.D.DIGIAFH.CASH.IP,Digia Oyj,SHARES,N/A,EDITS_ONLY,DI
DIGIZDC,EP.D.DIGIZDC.CASH.IP,Digizuite AS,SHARES,N/A,CLOSED,DI
DIOD,UB.D.DIOD.CASH.IP,Diodes Inc,SHARES,N/A,TRADEABLE,DI
DISTSS,EH.D.DISTSS.CASH.IP,DistIT AB (publ),SHARES,N/A,EDITS_ONLY,DI
BES,KC.D.BES.CASH.IP,Distil Plc,SHARES,N/A,EDITS_ONLY,DI
DRCTUS,UB.D.DRCTUS.CASH.IP,Direct Digital Holdings Inc,SHARES,N/A,OFFLINE,DI
DIAIM,EF.D.DIAIM.CASH.IP,DiaSorin SpA,SHARES,N/A,EDITS_ONLY,DI
DIA,KA.D.DIA.CASH.IP,Dialight PLC,SHARES,N/A,EDITS_ONLY,DI
DNMLN,KC.D.DNMLN.CASH.IP,Dianomi PLC,SHARES,N/A,EDITS_ONLY,DI
DGNXUS,UB.D.DGNXUS.CASH.IP,Diginex Ltd,SHARES,N/A,OFFLINE,DI
DTY,KA.D.DTY.CASH.IP,Dignity PLC,SHARES,N/A,CLOSED,DI
DPLM,KA.D.DPLM.CASH.IP,Diploma PLC,SHARES,N/A,EDITS_ONLY,DI
DISCA,UB.D.DISCA.CASH.IP,Discovery Inc - A,SHARES,N/A,CLOSED,DI
DSYSJ,AR.D.DSYSJ.CASH.IP,Discovery Ltd,SHARES,N/A,EDITS_ONLY,DI
TWINUS,UD.D.TWINUS.CASH.IP,Twin Disc Inc,SHARES,N/A,TRADEABLE,DI
UBCLN,KC.D.UBCLN.CASH.IP,7 Digital Group Plc,SHARES,N/A,CLOSED,DI
ANGLN,KC.D.ANGLN.CASH.IP,Angling Direct PLC,SHARES,N/A,EDITS_ONLY,DI
DNJRUS,UB.D.DNJRUS.CASH.IP,Bit Digital Inc (24 Hours),SHARES,N/A,TRADEABLE,DI
CDI,EC.D.CDI.CASH.IP,Christian Dior SA,SHARES,N/A,EDITS_ONLY,DI
CODXUS,UA.D.CODXUS.CASH.IP,Co-Diagnostics Inc,SHARES,N/A,TRADEABLE,DI
DMYDBSS,EH.D.DMYDBSS.CASH.IP,DIAMYD MEDICAL AB,SHARES,N/A,EDITS_ONLY,DI
DISH,UB.D.DISH.CASH.IP,DISH Network Corp,SHARES,N/A,CLOSED,DI
DXRXLN,KC.D.DXRXLN.CASH.IP,Diaceutics Plc,SHARES,N/A,EDITS_ONLY,DI
DIABIOSS,EH.D.DIABIOSS.CASH.IP,Diagonal Bio AB,SHARES,N/A,CLOSED,DI
DRVLN,KC.D.DRVLN.CASH.IP,Diales Group PLC,SHARES,N/A,EDITS_ONLY,DI
DIEGY,ED.D.DIEGY.CASH.IP,Dierig Holding AG,SHARES,N/A,EDITS_ONLY,DI
DGHIUS,UB.D.DGHIUS.CASH.IP,Digi Power X Inc,SHARES,N/A,TRADEABLE,DI
DIBIM,EF.D.DIBIM.CASH.IP,Digital Bros SpA,SHARES,N/A,EDITS_ONLY,DI
APPSUS,UA.D.APPSUS.CASH.IP,Digital Turbine Inc (24 Hours),SHARES,N/A,TRADEABLE,DI
DGVIM,EF.D.DGVIM.CASH.IP,Digital Value SpA,SHARES,N/A,CLOSED,DI
PMK,KC.D.PMK.CASH.IP,Digitalbox PLC,SHARES,N/A,EDITS_ONLY,DI
DIOSSS,EH.D.DIOSSS.CASH.IP,Dios Fastigheter AB (publ),SHARES,N/A,EDITS_ONLY,DI
FSDCUS,UB.D.FSDCUS.CASH.IP,"Disc Medicine, Inc",SHARES,N/A,TRADEABLE,DI
DISCK,UB.D.DISCK.CASH.IP,Discovery Inc - C,SHARES,N/A,CLOSED,DI
DNLLN,KC.D.DNLLN.CASH.IP,Diurnal Group PLC,SHARES,N/A,CLOSED,DI
VLCNUS,UD.D.VLCNUS.CASH.IP,Empery Digital Inc,SHARES,N/A,TRADEABLE,DI
GEMD,KA.D.GEMD.CASH.IP,Gem Diamonds Ltd,SHARES,N/A,EDITS_ONLY,DI
SYMC,UD.D.SYMC.CASH.IP,Gen Digital Inc (24 Hours),SHARES,N/A,TRADEABLE,DI
KRNTUS,UB.D.KRNTUS.CASH.IP,Kornit Digital Ltd,SHARES,N/A,TRADEABLE,DI
LUCSS,EH.D.LUCSS.CASH.IP,Lucara Diamond Corp (SE),SHARES,N/A,EDITS_ONLY,DI
MOGOUS,UC.D.MOGOUS.CASH.IP,Orion Digital Corp,SHARES,N/A,TRADEABLE,DI
PDL,KA.D.PDL.CASH.IP,Petra Diamonds Ltd,SHARES,N/A,EDITS_ONLY,DI
GBOXUS,UB.D.GBOXUS.CASH.IP,RTB Digital Inc,SHARES,N/A,OFFLINE,DI
DJURDC,EP.D.DJURDC.CASH.IP,Djurslands Bank A/S,SHARES,N/A,EDITS_ONLY,DJ
ECAIGX,KA.D.ECAIGX.CASH.IP,ETFS Ex-Energy DJ-UBSCISM,SHARES,N/A,CLOSED,DJ
ECAIGS,KA.D.ECAIGS.CASH.IP,WisdomTree Softs DJ-UBSCISM,SHARES,N/A,EDITS_ONLY,DJ
UCOUS,SI.D.UCOUS.CASH.IP,ProShares Ultra DJ-UBS Crude Oil,SHARES,N/A,TRADEABLE,DJ
BOIL,SI.D.BOIL.CASH.IP,ProShares Ultra DJ-UBS Natural Gas ETF,SHARES,N/A,TRADEABLE,DJ
ECAIGI,KA.D.ECAIGI.CASH.IP,WisdomTree Industrial Metals DJ-UBSCISM,SHARES,N/A,EDITS_ONLY,DJ
ECAIGL,KA.D.ECAIGL.CASH.IP,WisdomTree Livestock DJ-AIGSM,SHARES,N/A,EDITS_ONLY,DJ
GBPDKK,CS.D.GBPDKK.CFD.IP,GBP/DKK,CURRENCIES,N/A,TRADEABLE,DK
GBPDKK,CS.D.GBPDKK.MINI.IP,GBP/DKK Mini,CURRENCIES,N/A,TRADEABLE,DK
DLOUS,UB.D.DLOUS.CASH.IP,DLocal Limited,SHARES,N/A,TRADEABLE,DL
DLTMLN,KA.D.DLTMLN.CASH.IP,iShares MSCI EM Latin America UCITS ETF (Dist) - DLTM,SHARES,N/A,EDITS_ONLY,DL
NZDUSD,CS.D.NZDUSD.CFD.IP,NZD/USD,CURRENCIES,N/A,TRADEABLE,DO
USDNOK,CS.D.USDNOK.CFD.IP,USD/NOK,CURRENCIES,N/A,TRADEABLE,DO
USDSEK,CS.D.USDSEK.CFD.IP,USD/SEK,CURRENCIES,N/A,TRADEABLE,DO
USDZAR,CS.D.USDZAR.CFD.IP,USD/ZAR,CURRENCIES,N/A,TRADEABLE,DO
NZDUSD,CS.D.NZDUSD.MINI.IP,NZD/USD Mini,CURRENCIES,N/A,TRADEABLE,DO
USDNOK,CS.D.USDNOK.MINI.IP,USD/NOK Mini,CURRENCIES,N/A,TRADEABLE,DO
USDSEK,CS.D.USDSEK.MINI.IP,USD/SEK Mini,CURRENCIES,N/A,TRADEABLE,DO
USDZAR,CS.D.USDZAR.MINI.IP,USD/ZAR Mini,CURRENCIES,N/A,TRADEABLE,DO
DPEULN,KA.D.DPEULN.CASH.IP,DP Eurasia NV,SHARES,N/A,CLOSED,DP
DPPLN,KC.D.DPPLN.CASH.IP,DP Poland PLC,SHARES,N/A,EDITS_ONLY,DP
DPANA,EG.D.DPANA.CASH.IP,DPA Group NV,SHARES,N/A,CLOSED,DP
DPALN,KC.D.DPALN.CASH.IP,DP Aircraft I Limited,SHARES,N/A,EDITS_ONLY,DP
DP3DLN,KC.D.DP3DLN.CASH.IP,Downing THREE VCT PLC - DP3D,SHARES,N/A,CLOSED,DP
DP3ELN,KC.D.DP3ELN.CASH.IP,Downing THREE VCT PLC - DP3E,SHARES,N/A,CLOSED,DP
DP3HLN,KC.D.DP3HLN.CASH.IP,Downing THREE VCT PLC - DP3H,SHARES,N/A,CLOSED,DP
DP2DLN,KC.D.DP2DLN.CASH.IP,Downing Two VCT PLC - DP2D,SHARES,N/A,CLOSED,DP
DP2ELN,KC.D.DP2ELN.CASH.IP,Downing Two VCT PLC - DP2E,SHARES,N/A,CLOSED,DP
DRDSJ,AR.D.DRDSJ.CASH.IP,DRDGOLD Ltd (SA),SHARES,N/A,EDITS_ONLY,DR
DOCSLN,KA.D.DOCSLN.CASH.IP,Dr. Martens Plc,SHARES,N/A,EDITS_ONLY,DR
DPROUS,UB.D.DPROUS.CASH.IP,Draganfly Inc,SHARES,N/A,TRADEABLE,DR
DRX,KA.D.DRX.CASH.IP,Drax Group PLC,SHARES,N/A,EDITS_ONLY,DR
DRILSS,EH.D.DRILSS.CASH.IP,Drillcon AB (publ),SHARES,N/A,EDITS_ONLY,DR
ALDRVFP,EC.D.ALDRVFP.CASH.IP,Drone Volt SA,SHARES,N/A,EDITS_ONLY,DR
DBXUS,UB.D.DBXUS.CASH.IP,Dropbox Inc,SHARES,N/A,TRADEABLE,DR
DKNGUS,UB.D.DKNGUS.CASH.IP,DraftKings Inc,SHARES,N/A,TRADEABLE,DR
DRONLN,KA.D.DRONLN.CASH.IP,Drone UCITS ETF (USD),SHARES,N/A,EDITS_ONLY,DR
GDLLN,KA.D.GDLLN.CASH.IP,Greka Drilling Ltd,SHARES,N/A,CLOSED,DR
RADAUS,UC.D.RADAUS.CASH.IP,Leonardo DRS Inc,SHARES,N/A,TRADEABLE,DR
2VZGR,ED.D.2VZGR.CASH.IP,Leonardo DRS Inc,SHARES,N/A,EDITS_ONLY,DR
CG1LN,KA.D.CG1LN.CASH.IP,Amundi ETF DAX UCITS ETF DR,SHARES,N/A,EDITS_ONLY,DR
EFM,KA.D.EFM.CASH.IP,Asia Dragon Trust Plc,SHARES,N/A,CLOSED,DR
CAPD,KC.D.CAPD.CASH.IP,Capital Drilling Ltd,SHARES,N/A,EDITS_ONLY,DR
CJJDUS,UA.D.CJJDUS.CASH.IP,China Jo-Jo Drugstores Inc,SHARES,N/A,TRADEABLE,DR
DRAIUS,SI.D.DRAIUS.CASH.IP,Draco Evolution AI ETF,SHARES,N/A,TRADEABLE,DR
DRW3,ED.D.DRW3.CASH.IP,Draegerwerk AG & Co KGaA,SHARES,N/A,EDITS_ONLY,DR
DRW8GY,ED.D.DRW8GY.CASH.IP,Dragerwerk AG & Co. KGaA,SHARES,N/A,EDITS_ONLY,DR
DFHUS,UB.D.DFHUS.CASH.IP,Dream Finders Homes Inc,SHARES,N/A,TRADEABLE,DR
DRLCODC,EP.D.DRLCODC.CASH.IP,Drilling Company Of 1972 A S (The),SHARES,N/A,CLOSED,DR
DRVNUS,UB.D.DRVNUS.CASH.IP,Driven Brands Holdings Inc,SHARES,N/A,TRADEABLE,DR
