ticker,epic,instrument_name,instrument_type,currency,market_status,search_term
WTOSLN,KA.D.WTOSLN.CASH.IP,Leverage Shares -3x Short WTI Oil ETC - USD,SHARES,N/A,EDITS_ONLY,WT
3WTILN,KA.D.3WTILN.CASH.IP,Leverage Shares 3x Long WTI Oil ETC - GBP,SHARES,N/A,EDITS_ONLY,WT
WTI3LN,KA.D.WTI3LN.CASH.IP,Leverage Shares 3x Long WTI Oil ETC - USD,SHARES,N/A,EDITS_ONLY,WT
PCRDLN,KA.D.PCRDLN.CASH.IP,WisdomTree GBP Daily Hedged WTI Crude Oil,SHARES,N/A,EDITS_ONLY,WT
ECSOIL,KA.D.ECSOIL.CASH.IP,WisdomTree Short WTI Crude Oil,SHARES,N/A,EDITS_ONLY,WT
FCRULN,KA.D.FCRULN.CASH.IP,WisdomTree WTI Crude Oil Longe,SHARES,N/A,EDITS_ONLY,WT
WTIBLN,KA.D.WTIBLN.CASH.IP,WisdomTree WTI Crude Oil Pre-roll - gbp,SHARES,N/A,CLOSED,WT
3LOILN,KA.D.3LOILN.CASH.IP,WisdomTree WTI Oil 3x Leverage Daily ETP (GBP),SHARES,N/A,EDITS_ONLY,WT
3OILLN,KA.D.3OILLN.CASH.IP,WisdomTree WTI Oil 3x Leverage Daily ETP (USD),SHARES,N/A,EDITS_ONLY,WT
3SOILN,KA.D.3SOILN.CASH.IP,WisdomTree WTI Oil 3x Short Daily ETP (GBP),SHARES,N/A,EDITS_ONLY,WT
3OISLN,KA.D.3OISLN.CASH.IP,WisdomTree WTI Oil 3x Short Daily ETP (USD),SHARES,N/A,EDITS_ONLY,WT
XCT9LN,KA.D.XCT9LN.CASH.IP,Xtrackers WTI Crude Oil Optimum Yield ETC,SHARES,N/A,CLOSED,WT
CDCUS,UA.D.CDCUS.CASH.IP,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,SHARES,N/A,TRADEABLE,WT
OIL2LN,KA.D.OIL2LN.CASH.IP,WisdomTree WTI Crude Oil 2x Daily Leveraged - GBp,SHARES,N/A,EDITS_ONLY,WT
ECLOIL,KA.D.ECLOIL.CASH.IP,WisdomTree WTI Crude Oil 2x Daily Leveraged - USD,SHARES,N/A,EDITS_ONLY,WT
WUF1VFH,EB.D.WUF1VFH.CASH.IP,Wulff-Yhtiot Oyj,SHARES,N/A,EDITS_ONLY,WU
WUWGY,ED.D.WUWGY.CASH.IP,Wuestenrot & Wuerttembergische AG,SHARES,N/A,EDITS_ONLY,WU
EBKGY,ED.D.EBKGY.CASH.IP,EnBW Energie Baden-Wuerttemberg AG,SHARES,N/A,EDITS_ONLY,WU
WVFCUS,UD.D.WVFCUS.CASH.IP,WVS Financial Corporation,SHARES,N/A,OFFLINE,WV
WYLDSS,EH.D.WYLDSS.CASH.IP,Wyld Networks AB,SHARES,N/A,EDITS_ONLY,WY
WYNN,UD.D.WYNN.CASH.IP,Wynn Resorts Ltd (24 Hours),SHARES,N/A,TRADEABLE,WY
WYNLN,KC.D.WYNLN.CASH.IP,Wynnstay Group PLC,SHARES,N/A,EDITS_ONLY,WY
WSPLN,KC.D.WSPLN.CASH.IP,Wynnstay Properties PLC,SHARES,N/A,EDITS_ONLY,WY
MWYLN,KC.D.MWYLN.CASH.IP,Mid Wynd International Investment Trust PLC,SHARES,N/A,EDITS_ONLY,WY
XAR,KA.D.XAR.CASH.IP,Xaar PLC,SHARES,N/A,EDITS_ONLY,XA
XANOBSS,EH.D.XANOBSS.CASH.IP,XANO Industri AB (publ),SHARES,N/A,EDITS_ONLY,XA
XBITUS,UD.D.XBITUS.CASH.IP,XBiotech Inc,SHARES,N/A,TRADEABLE,XB
XBRANESS,EH.D.XBRANESS.CASH.IP,Xbrane Biopharma AB (publ),SHARES,N/A,EDITS_ONLY,XB
XBPUS,UD.D.XBPUS.CASH.IP,XBP Europe Holdings Inc,SHARES,N/A,ON_AUCTION,XB
XELBUS,UD.D.XELBUS.CASH.IP,Xcel Brands Inc,SHARES,N/A,ON_AUCTION,XC
XNCRUS,UD.D.XNCRUS.CASH.IP,Xencor Inc,SHARES,N/A,TRADEABLE,XE
XRXDWUS,UD.D.XRXDWUS.CASH.IP,Xerox Holdings Corp,SHARES,N/A,TRADEABLE,XE
XENEUS,UD.D.XENEUS.CASH.IP,Xenon Pharmaceuticals Inc,SHARES,N/A,TRADEABLE,XE
XERSUS,UD.D.XERSUS.CASH.IP,Xeris Pharmaceuticals Inc,SHARES,N/A,TRADEABLE,XE
XSGLN,KA.D.XSGLN.CASH.IP,Xeros Technology Group PLC,SHARES,N/A,EDITS_ONLY,XE
AIXIUS,UA.D.AIXIUS.CASH.IP,Xiao I Corp,SHARES,N/A,TRADEABLE,XI
XLNX,UD.D.XLNX.CASH.IP,Xilinx Inc,SHARES,N/A,CLOSED,XI
XINTSS,EH.D.XINTSS.CASH.IP,Xintela AB,SHARES,N/A,EDITS_ONLY,XI
XILFP,EC.D.XILFP.CASH.IP,Xilam Animation,SHARES,N/A,EDITS_ONLY,XI
XLOUS,UD.D.XLOUS.CASH.IP,Xilio Therapeutics Inc,SHARES,N/A,TRADEABLE,XI
XLMLN,KC.D.XLMLN.CASH.IP,XLMedia PLC,SHARES,N/A,CLOSED,XL
DXLGUS,UB.D.DXLGUS.CASH.IP,Destination XL Group Inc,SHARES,N/A,TRADEABLE,XL
XLFQLN,KA.D.XLFQLN.CASH.IP,Invesco Financials S&P US Select Sector UCITS ETF - XLFQ,SHARES,N/A,EDITS_ONLY,XL
NVFYUS,UC.D.NVFYUS.CASH.IP,XMax Inc,SHARES,N/A,OFFLINE,XM
XMRSS,EH.D.XMRSS.CASH.IP,XmReality AB,SHARES,N/A,EDITS_ONLY,XM
SIRI,UD.D.SIRI.CASH.IP,Sirius XM Holdings Inc,SHARES,N/A,TRADEABLE,XM
NGACUS,UC.D.NGACUS.CASH.IP,XOS Inc,SHARES,N/A,TRADEABLE,XO
XMTRUS,UD.D.XMTRUS.CASH.IP,Xometry Inc,SHARES,N/A,TRADEABLE,XO
XOMAUS,UD.D.XOMAUS.CASH.IP,XOMA Royalty Corporation,SHARES,N/A,TRADEABLE,XO
XOMOUS,SI.D.XOMOUS.CASH.IP,YieldMax Xom Option Income Strategy ETF,SHARES,N/A,TRADEABLE,XO
XPUS,UD.D.XPUS.CASH.IP,XP Inc,SHARES,N/A,TRADEABLE,XP
XPELUS,UD.D.XPELUS.CASH.IP,XPEL Inc,SHARES,N/A,TRADEABLE,XP
XPP,KA.D.XPP.CASH.IP,XP Power Ltd,SHARES,N/A,EDITS_ONLY,XP
XPDLN,KC.D.XPDLN.CASH.IP,Xpediator PLC,SHARES,N/A,CLOSED,XP
XPLLN,KC.D.XPLLN.CASH.IP,Xplorer PLC,SHARES,N/A,CLOSED,XP
GND,EC.D.GND.CASH.IP,XPO Logistics Europe SADIR,SHARES,N/A,CLOSED,XP
XAFLN,KA.D.XAFLN.CASH.IP,XPS Pensions Group PLC,SHARES,N/A,EDITS_ONLY,XP
SXPELN,KA.D.SXPELN.CASH.IP,Leverage Shares -3x Short Xpeng ETP Securities,SHARES,N/A,CLOSED,XP
VRELN,KC.D.VRELN.CASH.IP,Engage XR Holdings PLC,SHARES,N/A,EDITS_ONLY,XR
XXRPUS,SI.D.XXRPUS.CASH.IP,Teucrium 2x Long Daily XRP ETF,SHARES,N/A,EDITS_ONLY,XR
XSPRAYSS,EH.D.XSPRAYSS.CASH.IP,XSpray Pharma AB,SHARES,N/A,EDITS_ONLY,XS
XTMTLN,KA.D.XTMTLN.CASH.IP,Xtrackers MSCI Taiwan UCITS ETF [XTMT],SHARES,N/A,EDITS_ONLY,XT
XCOMUS,UD.D.XCOMUS.CASH.IP,Xtera Communications Inc,SHARES,N/A,CLOSED,XT
XDAXLN,KA.D.XDAXLN.CASH.IP,Xtrackers DAX UCITS ETF (GBP),SHARES,N/A,EDITS_ONLY,XT
XD5DLN,KA.D.XD5DLN.CASH.IP,Xtrackers MSCI EMU UCITS ETF,SHARES,N/A,EDITS_ONLY,XT
XGLDLN,KA.D.XGLDLN.CASH.IP,Xtrackers Physical Gold ETC,SHARES,N/A,EDITS_ONLY,XT
XDPULN,KA.D.XDPULN.CASH.IP,Xtrackers S&P 500 UCITS ETF - USD,SHARES,N/A,EDITS_ONLY,XT
XTR,KC.D.XTR.CASH.IP,Xtract Resources PLC,SHARES,N/A,EDITS_ONLY,XT
SCXWLN,KA.D.SCXWLN.CASH.IP,Scalable MSCI AC World Xtrackers UCITS ETF (GBP),SHARES,N/A,EDITS_ONLY,XT
XESXLN,KA.D.XESXLN.CASH.IP,Xtrackers - Euro Stoxx 50 UCITS ETF,SHARES,N/A,EDITS_ONLY,XT
XCX4LN,KA.D.XCX4LN.CASH.IP,Xtrackers - MSCI Thailand UCITS ETF,SHARES,N/A,EDITS_ONLY,XT
D3V3GY,ED.D.D3V3GY.CASH.IP,Xtrackers EUR Credit 12.5 Swap UCITS ETF,SHARES,N/A,CLOSED,XT
XESCLN,KA.D.XESCLN.CASH.IP,Xtrackers Euro Stoxx 50 UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XUKXLN,KA.D.XUKXLN.CASH.IP,Xtrackers FTSE 100 Income UCITS ETF,SHARES,N/A,EDITS_ONLY,XT
XMCXLN,KA.D.XMCXLN.CASH.IP,Xtrackers FTSE 250 UCITS ETF 1D,SHARES,N/A,EDITS_ONLY,XT
ALLWLN,KA.D.ALLWLN.CASH.IP,Xtrackers FTSE All-World UCITS ETF,SHARES,N/A,EDITS_ONLY,XT
XDEXLN,KA.D.XDEXLN.CASH.IP,Xtrackers FTSE All-World ex UK UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
AWEXLN,KA.D.AWEXLN.CASH.IP,Xtrackers FTSE All-World ex US UCITS ETF,SHARES,N/A,EDITS_ONLY,XT
XX25LN,KA.D.XX25LN.CASH.IP,Xtrackers FTSE China 50 UCITS ETF (Lon),SHARES,N/A,EDITS_ONLY,XT
XFVTLN,KA.D.XFVTLN.CASH.IP,Xtrackers FTSE Vietnam Swap UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XDNSLN,KA.D.XDNSLN.CASH.IP,Xtrackers JPX-Nikkei 400 UCITS ETF 1D,SHARES,N/A,EDITS_ONLY,XT
XLDXLN,KA.D.XLDXLN.CASH.IP,Xtrackers LevDAX Daily Swap UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
HYDWUS,SI.D.HYDWUS.CASH.IP,Xtrackers Low Beta High Yield Bond ETF,SHARES,N/A,TRADEABLE,XT
XMAWLN,KA.D.XMAWLN.CASH.IP,Xtrackers MSCI AC World UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XMBRLN,KA.D.XMBRLN.CASH.IP,Xtrackers MSCI Brazil UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XCX6LN,KA.D.XCX6LN.CASH.IP,Xtrackers MSCI China UCITS ETF (GBP),SHARES,N/A,EDITS_ONLY,XT
XCS6LN,KA.D.XCS6LN.CASH.IP,Xtrackers MSCI China UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XD5SLN,KA.D.XD5SLN.CASH.IP,Xtrackers MSCI EMU UCITS ETF 2C - GBP Hedged,SHARES,N/A,EDITS_ONLY,XT
XEMDLN,KA.D.XEMDLN.CASH.IP,Xtrackers MSCI Emerging Markets UCITS ETF (USD),SHARES,N/A,CLOSED,XT
XMMELN,KA.D.XMMELN.CASH.IP,Xtrackers MSCI Emerging Markets UCITS ETF - USD,SHARES,N/A,EDITS_ONLY,XT
XMMSLN,KA.D.XMMSLN.CASH.IP,Xtrackers MSCI Emerging Markets UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XEUMLN,KA.D.XEUMLN.CASH.IP,Xtrackers MSCI Europe Mid Cap UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XXSCLN,KA.D.XXSCLN.CASH.IP,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XMEDLN,KA.D.XMEDLN.CASH.IP,Xtrackers MSCI Europe UCITS ETF (USD),SHARES,N/A,EDITS_ONLY,XT
XCX5LN,KA.D.XCX5LN.CASH.IP,Xtrackers MSCI India Swap UCITS ETF 1C,SHARES,N/A,EDITS_ONLY,XT
XIDDLN,KA.D.XIDDLN.CASH.IP,Xtrackers MSCI Indonesia Swap UCITS ETF - USD,SHARES,N/A,EDITS_ONLY,XT
XMJGLN,KA.D.XMJGLN.CASH.IP,Xtrackers MSCI Japan UCITS ETF,SHARES,N/A,CLOSED,XT
XMJPLN,KA.D.XMJPLN.CASH.IP,Xtrackers MSCI Japan UCITS ETF (XMJP LN),SHARES,N/A,EDITS_ONLY,XT
XVIVOSS,EH.D.XVIVOSS.CASH.IP,Xvivo Perfusion AB (publ),SHARES,N/A,EDITS_ONLY,XV
XSPAUS,UD.D.XSPAUS.CASH.IP,"XWELL, Inc",SHARES,N/A,TRADEABLE,XW
CPX,KC.D.CPX.CASH.IP,CAP-XX Limited,SHARES,N/A,EDITS_ONLY,XX
MDGSUS,UC.D.MDGSUS.CASH.IP,Xylo Technologies Ltd,SHARES,N/A,CLOSED,XY
SQYUS,SI.D.SQYUS.CASH.IP,YieldMax XYZ Option Income Strategy ETF,SHARES,N/A,TRADEABLE,XY
AUYLN,KC.D.AUYLN.CASH.IP,Yamana Gold Inc (LSE),SHARES,N/A,CLOSED,YA
YATRANA,EG.D.YATRANA.CASH.IP,Yatra Capital Ltd,SHARES,N/A,CLOSED,YA
YTRAUS,UD.D.YTRAUS.CASH.IP,Yatra Online Inc,SHARES,N/A,TRADEABLE,YA
SYBTUS,UD.D.SYBTUS.CASH.IP,Stock Yards Bancorp Inc,SHARES,N/A,TRADEABLE,YA
YERRUS,UD.D.YERRUS.CASH.IP,Yangtze River Port and Logistics Limited,SHARES,N/A,OFFLINE,YA
BREZUS,UA.D.BREZUS.CASH.IP,YD Biopharma Limited,SHARES,N/A,TRADEABLE,YD
BREZWUS,UA.D.BREZWUS.CASH.IP,YD Biopharma Limited Warrant,SHARES,N/A,CLOSED,YD
BYG,KA.D.BYG.CASH.IP,Big Yellow Group PLC,SHARES,N/A,EDITS_ONLY,YE
YCALN,KA.D.YCALN.CASH.IP,Yellow Cake PLC,SHARES,N/A,EDITS_ONLY,YE
YRCW,UD.D.YRCW.CASH.IP,Yellow Corporation,SHARES,N/A,OFFLINE,YE
YEWLN,KC.D.YEWLN.CASH.IP,Yew Grove REIT PLC,SHARES,N/A,CLOSED,YE
STIPUS,SI.D.STIPUS.CASH.IP,iShares 0-5 Year TIPS Bond ETF,SHARES,N/A,TRADEABLE,YE
TMVUS,SI.D.TMVUS.CASH.IP,Direxion Daily 20 Year Treasury Bear 3X ETF,SHARES,N/A,TRADEABLE,YE
TMFUS,SI.D.TMFUS.CASH.IP,Direxion Daily 20 Year Treasury Bull 3X ETF,SHARES,N/A,TRADEABLE,YE
TYOUS,SI.D.TYOUS.CASH.IP,Direxion Daily 7-10 Year Treasury Bear 3X ETF,SHARES,N/A,TRADEABLE,YE
TYDUS,SI.D.TYDUS.CASH.IP,Direxion Daily 7-10 Year Treasury Bull 3X ETF,SHARES,N/A,TRADEABLE,YE
TRXGLN,KA.D.TRXGLN.CASH.IP,Invesco US Treasury 7-10 Year UCITS ETF - Dist - GBP,SHARES,N/A,EDITS_ONLY,YE
YIUS,UD.D.YIUS.CASH.IP,111 Inc,SHARES,N/A,TRADEABLE,YI
GLDELN,KA.D.GLDELN.CASH.IP,IncomeShares Gold+ Yield ETP,SHARES,N/A,EDITS_ONLY,YI
GLDILN,KA.D.GLDILN.CASH.IP,IncomeShares Gold+ Yield ETP (USD),SHARES,N/A,EDITS_ONLY,YI
YTENUS,UD.D.YTENUS.CASH.IP,Yield10 Bioscience Inc,SHARES,N/A,OFFLINE,YI
SYLDUS,SI.D.SYLDUS.CASH.IP,Cambria Shareholder Yield ETF,SHARES,N/A,TRADEABLE,YI
YCPRLN,KA.D.YCPRLN.CASH.IP,IncomeShares Copper Miners+ Yield ETP,SHARES,N/A,EDITS_ONLY,YI
CPRYLN,KA.D.CPRYLN.CASH.IP,IncomeShares Copper Miners+ Yield ETP - USD,SHARES,N/A,EDITS_ONLY,YI
GLMYLN,KA.D.GLMYLN.CASH.IP,IncomeShares Gold Miners+ Yield ETP,SHARES,N/A,EDITS_ONLY,YI
YGLMLN,KA.D.YGLMLN.CASH.IP,IncomeShares Gold Miners+ Yield ETP - GBp,SHARES,N/A,EDITS_ONLY,YI
SLMYLN,KA.D.SLMYLN.CASH.IP,IncomeShares Silver Miners+ Yield ETP,SHARES,N/A,EDITS_ONLY,YI
YSLMLN,KA.D.YSLMLN.CASH.IP,IncomeShares Silver Miners+ Yield ETP - GBp,SHARES,N/A,EDITS_ONLY,YI
SLVILN,KA.D.SLVILN.CASH.IP,IncomeShares Silver+ Yield ETP (GBP Lon),SHARES,N/A,EDITS_ONLY,YI
SLVYLN,KA.D.SLVYLN.CASH.IP,IncomeShares Silver+ Yield ETP - USD,SHARES,N/A,EDITS_ONLY,YI
FAGBLN,KA.D.FAGBLN.CASH.IP,Invesco US High Yield Fallen Angels UCITS ETF (GBP Hdg),SHARES,N/A,EDITS_ONLY,YI
LBAYUS,SI.D.LBAYUS.CASH.IP,Leatherback Long/Short Alternative Yield ETF,SHARES,N/A,TRADEABLE,YI
RSSYUS,SI.D.RSSYUS.CASH.IP,Return Stacked U.S. Stocks & Futures Yield ETF,SHARES,N/A,TRADEABLE,YI
JNKELN,KA.D.JNKELN.CASH.IP,SPDR Bloomberg Euro High Yield Bond UCITS ETF,SHARES,N/A,EDITS_ONLY,YI
HYLBUS,SI.D.HYLBUS.CASH.IP,Xtrackers USD High Yield Corporate Bond ETF,SHARES,N/A,TRADEABLE,YI
ABNYUS,SI.D.ABNYUS.CASH.IP,YieldMax ABNB Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
GPTYUS,SI.D.GPTYUS.CASH.IP,YieldMax AI & Tech Portfolio Option Income ETF,SHARES,N/A,TRADEABLE,YI
AIYYUS,SI.D.AIYYUS.CASH.IP,YieldMax AI Option Income Strategy ETF,SHARES,N/A,OFFLINE,YI
AMDYUS,SI.D.AMDYUS.CASH.IP,YieldMax AMD Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
BABOUS,SI.D.BABOUS.CASH.IP,YieldMax BABA Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
YBITUS,SI.D.YBITUS.CASH.IP,YieldMax Bitcoin Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
CONYUS,SI.D.CONYUS.CASH.IP,YieldMax COIN Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
DISOUS,SI.D.DISOUS.CASH.IP,YieldMax DIS Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
GOOYUS,SI.D.GOOYUS.CASH.IP,YieldMax GOOGL Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
HOOYUS,SI.D.HOOYUS.CASH.IP,YieldMax HOOD Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
OARKUS,SI.D.OARKUS.CASH.IP,YieldMax Innovation Option Inc,SHARES,N/A,TRADEABLE,YI
MAROUS,SI.D.MAROUS.CASH.IP,YieldMax MARA Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
MSFOUS,SI.D.MSFOUS.CASH.IP,YieldMax MSFT Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
MSTYUS,SI.D.MSTYUS.CASH.IP,YieldMax MSTR Option Income Strategy ETF,SHARES,N/A,TRADEABLE,YI
YMAGUS,SI.D.YMAGUS.CASH.IP,YieldMax Magnificent 7 Fund of Option Income ETF,SHARES,N/A,TRADEABLE,YI
YOU,KC.D.YOU.CASH.IP,YouGov PLC,SHARES,N/A,EDITS_ONLY,YO
YOGAUS,UD.D.YOGAUS.CASH.IP,YogaWorks Inc,SHARES,N/A,CLOSED,YO
YNGA,KA.D.YNGA.CASH.IP,Young & Co's Brewery PLC,SHARES,N/A,EDITS_ONLY,YO
VIYLN,KC.D.VIYLN.CASH.IP,Yourgene Health PLC,SHARES,N/A,CLOSED,YO
YORKUUS,UD.D.YORKUUS.CASH.IP,Yorkville Acquisition Corp,SHARES,N/A,TRADEABLE,YO
YNGNLN,KA.D.YNGNLN.CASH.IP,Young & Co.'s Brewery PLC - N/V,SHARES,N/A,EDITS_ONLY,YO
YGYIUS,UD.D.YGYIUS.CASH.IP,Youngevity International Inc,SHARES,N/A,CLOSED,YO
IDTLLN,KA.D.IDTLLN.CASH.IP,iShares $ Treasury Bond 20+yr UCITS ETF (LSE),SHARES,N/A,EDITS_ONLY,YR
DTLALN,KA.D.DTLALN.CASH.IP,iShares $ Treasury Bond 20+yr UCITS ETF USD (Acc),SHARES,N/A,EDITS_ONLY,YR
IDGALN,KA.D.IDGALN.CASH.IP,iShares USD Treasury Bond 20+yr UCITS ETF,SHARES,N/A,EDITS_ONLY,YR
TJULUS,SI.D.TJULUS.CASH.IP,Innovator Equity Defined Protection ETF - 2 Yr to July 2027,SHARES,N/A,TRADEABLE,YR
IDTGLN,KA.D.IDTGLN.CASH.IP,iShares $ Treasury Bond 20+yr UCITS ETF GBP Hedged (Dist),SHARES,N/A,EDITS_ONLY,YR
TLTUSsi07200R6,ON.D.TLTUSsi07200R6.CASH.IP,iShares 20+ Yr T-Bond ETF 7200 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07300F6,ON.D.TLTUSsi07300F6.CASH.IP,iShares 20+ Yr T-Bond ETF 7300 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07300R6,ON.D.TLTUSsi07300R6.CASH.IP,iShares 20+ Yr T-Bond ETF 7300 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07300S6,ON.D.TLTUSsi07300S6.CASH.IP,iShares 20+ Yr T-Bond ETF 7300 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07400F6,ON.D.TLTUSsi07400F6.CASH.IP,iShares 20+ Yr T-Bond ETF 7400 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07400R6,ON.D.TLTUSsi07400R6.CASH.IP,iShares 20+ Yr T-Bond ETF 7400 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07400S6,ON.D.TLTUSsi07400S6.CASH.IP,iShares 20+ Yr T-Bond ETF 7400 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07500F6,ON.D.TLTUSsi07500F6.CASH.IP,iShares 20+ Yr T-Bond ETF 7500 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07500G6,ON.D.TLTUSsi07500G6.CASH.IP,iShares 20+ Yr T-Bond ETF 7500 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07500S6,ON.D.TLTUSsi07500S6.CASH.IP,iShares 20+ Yr T-Bond ETF 7500 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07600F6,ON.D.TLTUSsi07600F6.CASH.IP,iShares 20+ Yr T-Bond ETF 7600 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07600G6,ON.D.TLTUSsi07600G6.CASH.IP,iShares 20+ Yr T-Bond ETF 7600 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07600R6,ON.D.TLTUSsi07600R6.CASH.IP,iShares 20+ Yr T-Bond ETF 7600 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07600S6,ON.D.TLTUSsi07600S6.CASH.IP,iShares 20+ Yr T-Bond ETF 7600 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07700F6,ON.D.TLTUSsi07700F6.CASH.IP,iShares 20+ Yr T-Bond ETF 7700 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07700G6,ON.D.TLTUSsi07700G6.CASH.IP,iShares 20+ Yr T-Bond ETF 7700 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07700S6,ON.D.TLTUSsi07700S6.CASH.IP,iShares 20+ Yr T-Bond ETF 7700 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07800F6,ON.D.TLTUSsi07800F6.CASH.IP,iShares 20+ Yr T-Bond ETF 7800 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07800G6,ON.D.TLTUSsi07800G6.CASH.IP,iShares 20+ Yr T-Bond ETF 7800 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07800R6,ON.D.TLTUSsi07800R6.CASH.IP,iShares 20+ Yr T-Bond ETF 7800 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07800S6,ON.D.TLTUSsi07800S6.CASH.IP,iShares 20+ Yr T-Bond ETF 7800 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07900F6,ON.D.TLTUSsi07900F6.CASH.IP,iShares 20+ Yr T-Bond ETF 7900 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07900G6,ON.D.TLTUSsi07900G6.CASH.IP,iShares 20+ Yr T-Bond ETF 7900 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07900R6,ON.D.TLTUSsi07900R6.CASH.IP,iShares 20+ Yr T-Bond ETF 7900 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi07900S6,ON.D.TLTUSsi07900S6.CASH.IP,iShares 20+ Yr T-Bond ETF 7900 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08000G6,ON.D.TLTUSsi08000G6.CASH.IP,iShares 20+ Yr T-Bond ETF 8000 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08000F6,ON.D.TLTUSsi08000F6.CASH.IP,iShares 20+ Yr T-Bond ETF 8000 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08000R6,ON.D.TLTUSsi08000R6.CASH.IP,iShares 20+ Yr T-Bond ETF 8000 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08000S6,ON.D.TLTUSsi08000S6.CASH.IP,iShares 20+ Yr T-Bond ETF 8000 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08100F6,ON.D.TLTUSsi08100F6.CASH.IP,iShares 20+ Yr T-Bond ETF 8100 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08100G6,ON.D.TLTUSsi08100G6.CASH.IP,iShares 20+ Yr T-Bond ETF 8100 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08100R6,ON.D.TLTUSsi08100R6.CASH.IP,iShares 20+ Yr T-Bond ETF 8100 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08100S6,ON.D.TLTUSsi08100S6.CASH.IP,iShares 20+ Yr T-Bond ETF 8100 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08200F6,ON.D.TLTUSsi08200F6.CASH.IP,iShares 20+ Yr T-Bond ETF 8200 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08200G6,ON.D.TLTUSsi08200G6.CASH.IP,iShares 20+ Yr T-Bond ETF 8200 CALL,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08200S6,ON.D.TLTUSsi08200S6.CASH.IP,iShares 20+ Yr T-Bond ETF 8200 PUT,OPT_SHARES,N/A,TRADEABLE,YR
TLTUSsi08200R6,ON.D.TLTUSsi08200R6.CASH.IP,iShares 20+ Yr T-Bond ETF 8200 PUT,OPT_SHARES,N/A,TRADEABLE,YR
