ticker,epic,instrument_name,currency,market_status,expiry,instrument_type,search_term
OTWAU,AB.D.OTWAU.CASH.IP,Over the Wire Holdings Limited,N/A,CLOSED,-,SHARES,OV
OCBCSP,AG.D.OCBCSP.CASH.IP,Oversea-Chinese Banking Corp Ltd,N/A,EDITS_ONLY,-,SHARES,OV
OSTKUS,UC.D.OSTKUS.CASH.IP,Overstock.com Inc 1 12/31/49 Pfd,N/A,CLOSED,-,SHARES,OV
OVHFP,EC.D.OVHFP.CASH.IP,OVH Groupe SAS,N/A,TRADEABLE,-,SHARES,OV
OVIDUS,UC.D.OVIDUS.CASH.IP,Ovid Therapeutics Inc,N/A,TRADEABLE,-,SHARES,OV
ECA,SB.D.ECA.CASH.IP,Ovintiv Inc,N/A,TRADEABLE,-,SHARES,OV
ECACT,KN.D.ECACT.CASH.IP,Ovintiv Inc (CA),N/A,TRADEABLE,-,SHARES,OV
OVGID,EE.D.OVGID.CASH.IP,Ovoca Bio PLC,N/A,ON_AUCTION,-,SHARES,OV
OVSIM,EF.D.OVSIM.CASH.IP,OVS SpA,N/A,TRADEABLE,-,SHARES,OV
OVZONSS,EH.D.OVZONSS.CASH.IP,Ovzon AB (publ),N/A,TRADEABLE,-,SHARES,OV
OCUS,SE.D.OCUS.CASH.IP,Owens Corning,N/A,TRADEABLE,-,SHARES,OC
OWLTUS,SE.D.OWLTUS.CASH.IP,Owlet Inc,N/A,TRADEABLE,-,SHARES,OW
OX2SS,EH.D.OX2SS.CASH.IP,OX2 AB,N/A,OFFLINE,-,SHARES,AB
OXBRUS,UC.D.OXBRUS.CASH.IP,Oxbridge Re Holdings Limited,N/A,TRADEABLE,-,SHARES,OX
OXASLN,KA.D.OXASLN.CASH.IP,Oxford Advanced Surfaces Ltd,N/A,OFFLINE,-,SHARES,OX
OBDLN,KA.D.OBDLN.CASH.IP,Oxford BioDynamics Limited,N/A,TRADEABLE,-,SHARES,OX
OXB,KA.D.OXB.CASH.IP,Oxford Biomedica PLC,N/A,TRADEABLE,-,SHARES,OX
OCTPLN,KC.D.OCTPLN.CASH.IP,Oxford Cannabinoid Technologies Holdings PLC,N/A,CLOSED,-,SHARES,OX
OXMUS,SE.D.OXMUS.CASH.IP,Oxford Industries Inc,N/A,TRADEABLE,-,SHARES,OX
OXIG,KA.D.OXIG.CASH.IP,Oxford Instruments PLC,N/A,TRADEABLE,-,SHARES,OX
OXLCUS,UC.D.OXLCUS.CASH.IP,Oxford Lane Capital Corporation,N/A,TRADEABLE,-,SHARES,OX
OMGLN,KC.D.OMGLN.CASH.IP,Oxford Metrics PLC,N/A,TRADEABLE,-,SHARES,OX
ONTLN,KA.D.ONTLN.CASH.IP,Oxford Nanopore Technologies PLC,N/A,TRADEABLE,-,SHARES,OX
TICCUS,UD.D.TICCUS.CASH.IP,Oxford Square Capital Corporation,N/A,TRADEABLE,-,SHARES,OX
OXHLN,KC.D.OXHLN.CASH.IP,Oxford Technology 2 Venture Capital Trust PLC,N/A,TRADEABLE,-,SHARES,OX
OXFLN,KC.D.OXFLN.CASH.IP,Oxford Technology 2 Venture Capital Trust PLC,N/A,TRADEABLE,-,SHARES,OX
OTTLN,KC.D.OTTLN.CASH.IP,Oxford Technology 2 Venture Capital Trust PLC,N/A,TRADEABLE,-,SHARES,OX
OXTLN,KC.D.OXTLN.CASH.IP,Oxford Technology VCT PLC,N/A,CLOSED,-,SHARES,OX
6521JT,AJ.D.6521JT.CASH.IP,Oxide Corp,N/A,EDITS_ONLY,-,SHARES,OX
OHLSP,AG.D.OHLSP.CASH.IP,Oxley Holdings Limited,N/A,EDITS_ONLY,-,SHARES,OX
THRBB,EA.D.THRBB.CASH.IP,Oxurion NV,N/A,TRADEABLE,-,SHARES,NV
OXS,KA.D.OXS.CASH.IP,Oxus Gold PLC,N/A,ON_AUCTION,-,SHARES,GO
OZL,AA.D.OZL.CASH.IP,OZ Minerals Ltd,N/A,CLOSED,-,SHARES,OZ
OZMAU,AB.D.OZMAU.CASH.IP,OzAurum Resources Limited,N/A,EDITS_ONLY,-,SHARES,OZ
OFXAU,AB.D.OFXAU.CASH.IP,Ozforex Group Ltd,N/A,EDITS_ONLY,-,SHARES,OZ
OZGAU,AB.D.OZGAU.CASH.IP,Ozgrowth Ltd,N/A,CLOSED,-,SHARES,OZ
7487JT,AJ.D.7487JT.CASH.IP,Ozu Corporation,N/A,EDITS_ONLY,-,SHARES,OZ
OZZAU,AB.D.OZZAU.CASH.IP,Ozz Resources Limited,N/A,EDITS_ONLY,-,SHARES,OZ
OZZOAU,AB.D.OZZOAU.CASH.IP,OZZ Resources Ltd Options @ AUD 0.25 EXP 25/10/2024,N/A,CLOSED,-,SHARES,OZ
WAGNUS,SH.D.WAGNUS.CASH.IP,Pabrai Wagons ETF,N/A,TRADEABLE,-,SHARES,WA
PCAR,UC.D.PCAR.CASH.IP,PACCAR Inc (24 Hours),N/A,TRADEABLE,-,SHARES,PA
PTNQUS,SI.D.PTNQUS.CASH.IP,Pacer Trendpilot 100 ETF,N/A,TRADEABLE,-,SHARES,10
COWZUS,SB.D.COWZUS.CASH.IP,Pacer US Cash Cows 100 ETF,N/A,TRADEABLE,-,SHARES,10
PEBAU,AB.D.PEBAU.CASH.IP,Pacific Edge Limited,N/A,EDITS_ONLY,-,SHARES,ED
PSQAU,AB.D.PSQAU.CASH.IP,Pacific Smiles Group Ltd,N/A,CLOSED,-,SHARES,SM
PACSUS,SE.D.PACSUS.CASH.IP,PACS Group Inc,N/A,TRADEABLE,-,SHARES,PA
WNL,KA.D.WNL.CASH.IP,PACSCo Ltd,N/A,TRADEABLE,-,SHARES,PA
PAEUS,UC.D.PAEUS.CASH.IP,PAE Inc,N/A,CLOSED,-,SHARES,PA
MPI,KA.D.MPI.CASH.IP,PageGroup PLC,N/A,TRADEABLE,-,SHARES,PA
PDUS,SE.D.PDUS.CASH.IP,PagerDuty Inc,N/A,TRADEABLE,-,SHARES,PA
EPTAU,AB.D.EPTAU.CASH.IP,Painchek Ltd,N/A,EDITS_ONLY,-,SHARES,PA
PA8GY,ED.D.PA8GY.CASH.IP,Paion AG,N/A,OFFLINE,-,SHARES,PA
PCALN,KC.D.PCALN.CASH.IP,Palace Capital PLC,N/A,TRADEABLE,-,SHARES,Capital
PALAV,EK.D.PALAV.CASH.IP,Palfinger AG,N/A,TRADEABLE,-,SHARES,PA
PTSIUS,UC.D.PTSIUS.CASH.IP,PAMT Corp,N/A,TRADEABLE,-,SHARES,PA
PAF,KA.D.PAF.CASH.IP,Pan African Resources PLC,N/A,TRADEABLE,-,SHARES,AF
PANSJ,AR.D.PANSJ.CASH.IP,Pan African Resources PLC (SA),N/A,TRADEABLE,-,SHARES,AF
PAASFUS,SE.D.PAASFUS.CASH.IP,Pan American Silver Corp - OTC Rights,N/A,OFFLINE,-,SHARES,OT
PANSP,AG.D.PANSP.CASH.IP,Pan-United Corp Ltd,N/A,EDITS_ONLY,-,SHARES,UN
PCLAU,AF.D.PCLAU.CASH.IP,Pancontinental Energy NL,N/A,EDITS_ONLY,-,SHARES,NL
PNDORA,EP.D.PNDORA.CASH.IP,Pandora AS,N/A,TRADEABLE,-,SHARES,PA
PNDXBSS,EH.D.PNDXBSS.CASH.IP,Pandox AB (publ),N/A,TRADEABLE,-,SHARES,PA
PNA1VFH,EB.D.PNA1VFH.CASH.IP,Panostaja Oyj,N/A,TRADEABLE,-,SHARES,PA
PALGY,ED.D.PALGY.CASH.IP,PANTAFLIX AG,N/A,OFFLINE,-,SHARES,PA
PZZA,UC.D.PZZA.CASH.IP,Papa John's International Inc,N/A,TRADEABLE,-,SHARES,JO
PARRUS,SI.D.PARRUS.CASH.IP,Par Pacific Holdings Inc,N/A,TRADEABLE,-,SHARES,PA
FNAUS,SC.D.FNAUS.CASH.IP,Paragon 28 Inc,N/A,CLOSED,-,SHARES,PA
PGNGY,ED.D.PGNGY.CASH.IP,paragon GmbH & Co. KGaA,N/A,TRADEABLE,-,SHARES,GM
SPHREITSP,AG.D.SPHREITSP.CASH.IP,PARAGON REIT,N/A,CLOSED,-,SHARES,PA
CBSA,SB.D.CBSA.CASH.IP,Paramount Global - A,N/A,CLOSED,-,SHARES,CB
CBS,SB.D.CBS.CASH.IP,Paramount Skydance Corp (24 Hours),N/A,TRADEABLE,-,SHARES,CB
PAR,EC.D.PAR.CASH.IP,PAREF,N/A,TRADEABLE,-,SHARES,PA
FTIVUS,UB.D.FTIVUS.CASH.IP,Parella Weinberg Partners,N/A,TRADEABLE,-,SHARES,PA
TEUMUS,SI.D.TEUMUS.CASH.IP,Pareteum Corp,N/A,CLOSED,-,SHARES,PA
PKUS,SE.D.PKUS.CASH.IP,Park Hotels & Resorts Inc,N/A,TRADEABLE,-,SHARES,PK
PLCCN,KN.D.PLCCN.CASH.IP,Park Lawn Corporation,N/A,OFFLINE,-,SHARES,PLC
PKOHUS,UC.D.PKOHUS.CASH.IP,Park-Ohio Holdings Corp,N/A,TRADEABLE,-,SHARES,OH
PKDAU,AB.D.PKDAU.CASH.IP,Parkd Limited,N/A,EDITS_ONLY,-,SHARES,PA
PH,SE.D.PH.CASH.IP,Parker Hannifin Corp (24 Hours),N/A,TRADEABLE,-,SHARES,PH
PLT,EF.D.PLT.CASH.IP,Parmalat SpA,N/A,OFFLINE,-,SHARES,PA
PARRO,EC.D.PARRO.CASH.IP,Parrot SA,N/A,TRADEABLE,-,SHARES,PA
PGD,KC.D.PGD.CASH.IP,Patagonia Gold Corporation - LSE,N/A,OFFLINE,-,SHARES,LS
WFEAU,AB.D.WFEAU.CASH.IP,Pathfinder Resources Ltd - NPV,N/A,CLOSED,-,SHARES,NP
PNUS,SE.D.PNUS.CASH.IP,Patriot National Inc,N/A,CLOSED,-,SHARES,PN
PTEN,UC.D.PTEN.CASH.IP,Patterson-UTI Energy Inc,N/A,TRADEABLE,-,SHARES,UT
PAVMUS,UC.D.PAVMUS.CASH.IP,PAVmed Inc,N/A,TRADEABLE,-,SHARES,PA
PAXSS,EH.D.PAXSS.CASH.IP,Paxman AB,N/A,TRADEABLE,-,SHARES,PA
PXMDUS,UC.D.PXMDUS.CASH.IP,PaxMedica Inc,N/A,OFFLINE,-,SHARES,PA
FTACUS,UB.D.FTACUS.CASH.IP,Paya Holdings,N/A,CLOSED,-,SHARES,PA
PAYX,UC.D.PAYX.CASH.IP,Paychex Inc (24 Hours),N/A,TRADEABLE,-,SHARES,PA
PYCRUS,UC.D.PYCRUS.CASH.IP,Paycor HCM Inc,N/A,CLOSED,-,SHARES,HC
PAY,KA.D.PAY.CASH.IP,PayPoint PLC,N/A,TRADEABLE,-,SHARES,PA
TPNLUS,UD.D.TPNLUS.CASH.IP,Paysign Inc,N/A,TRADEABLE,-,SHARES,PA
STRNNA,EG.D.STRNNA.CASH.IP,PB Holding NV,N/A,OFFLINE,-,SHARES,PB
PBFUS,SE.D.PBFUS.CASH.IP,PBF Energy Inc,N/A,TRADEABLE,-,SHARES,PB
PBFXUS,SE.D.PBFXUS.CASH.IP,PBF Logistics LP,N/A,CLOSED,-,SHARES,LP
PCCCUS,UC.D.PCCCUS.CASH.IP,PC Connection Inc,N/A,TRADEABLE,-,SHARES,PC
PC2AU,AB.D.PC2AU.CASH.IP,PC Gold Ltd,N/A,EDITS_ONLY,-,SHARES,GO
1263HK,AC.D.1263HK.CASH.IP,PC Partner Group Limited,N/A,CLOSED,-,SHARES,PC
PCPGSP,AG.D.PCPGSP.CASH.IP,PC Partner Group Ltd,N/A,EDITS_ONLY,-,SHARES,PC
8HK,AC.D.8HK.CASH.IP,PCCW Ltd,N/A,EDITS_ONLY,-,SHARES,LT
PCFTLN,KA.D.PCFTLN.CASH.IP,PCFT - Polar Capital Global Financials Trust PLC,N/A,TRADEABLE,-,SHARES,PC
PGHZLN,KA.D.PGHZLN.CASH.IP,PCGH ZDP PLC,N/A,OFFLINE,-,SHARES,PC
PCIPLN,KC.D.PCIPLN.CASH.IP,PCI-PAL PLC,N/A,TRADEABLE,-,SHARES,PA
PCMUS,SE.D.PCMUS.CASH.IP,PCM Fund Inc,N/A,TRADEABLE,-,SHARES,FU
PCTIUS,UC.D.PCTIUS.CASH.IP,PCTEL Inc,N/A,CLOSED,-,SHARES,PC
PDCEUS,UC.D.PDCEUS.CASH.IP,PDC Energy Inc,N/A,CLOSED,-,SHARES,PD
PDDUS,UC.D.PDDUS.CASH.IP,PDD Holdings Inc (24 Hours),N/A,TRADEABLE,-,SHARES,PD
PDFSUS,UC.D.PDFSUS.CASH.IP,PDF Solutions Inc,N/A,TRADEABLE,-,SHARES,PD
PDLI,UC.D.PDLI.CASH.IP,PDL BioPharma Inc,N/A,CLOSED,-,SHARES,PD
EDGEUS,UB.D.EDGEUS.CASH.IP,PDS Biotechnology Corp,N/A,TRADEABLE,-,SHARES,PD
PEABB,EH.D.PEABB.CASH.IP,Peab AB,N/A,TRADEABLE,-,SHARES,AB
PKOAU,AB.D.PKOAU.CASH.IP,Peako Limited,N/A,EDITS_ONLY,-,SHARES,PE
02PGY,ED.D.02PGY.CASH.IP,Pearl Gold AG,N/A,OFFLINE,-,SHARES,GO
PLGAU,AB.D.PLGAU.CASH.IP,Pearl Gull Iron Limited,N/A,EDITS_ONLY,-,SHARES,GU
PSON,KA.D.PSON.CASH.IP,Pearson PLC,N/A,TRADEABLE,-,SHARES,PE
MDUS,SE.D.MDUS.CASH.IP,"Pediatrix Medical Group, Inc",N/A,TRADEABLE,-,SHARES,MD
PEELLN,KA.D.PEELLN.CASH.IP,Peel Hunt Ltd,N/A,TRADEABLE,-,SHARES,HU
PPC,AF.D.PPC.CASH.IP,Peet Ltd,N/A,EDITS_ONLY,-,SHARES,PE
FIHLUS,SC.D.FIHLUS.CASH.IP,Pelagos Insurance Capital Limited,N/A,TRADEABLE,-,SHARES,Insurance
PEMBLN,KC.D.PEMBLN.CASH.IP,PEMB - Pembroke VCT PLC,N/A,TRADEABLE,-,SHARES,PE
PPLCT,KN.D.PPLCT.CASH.IP,Pembina Pipeline Corp,N/A,TRADEABLE,-,SHARES,PI
1893JT,AJ.D.1893JT.CASH.IP,Penta-Ocean Construction Company Limited,N/A,EDITS_ONLY,-,SHARES,OC
PNR,SE.D.PNR.CASH.IP,Pentair Ltd (24 Hours),N/A,TRADEABLE,-,SHARES,PE
PENUS,SE.D.PENUS.CASH.IP,Penumbra Inc,N/A,TRADEABLE,-,SHARES,PE
IACI,UB.D.IACI.CASH.IP,People Inc,N/A,TRADEABLE,-,SHARES,PE
1339HK,AC.D.1339HK.CASH.IP,People's Insurance Co Group of China Ltd,N/A,EDITS_ONLY,-,SHARES,Insurance
PUBUS,UC.D.PUBUS.CASH.IP,People's Utah Ban Corporation,N/A,CLOSED,-,SHARES,UT
PEPGUS,UC.D.PEPGUS.CASH.IP,PepGen Inc,N/A,TRADEABLE,-,SHARES,PE
PEP,SE.D.PEP.CASH.IP,PepsiCo Inc (24 Hours),N/A,TRADEABLE,-,SHARES,PE
PAALBDC,EP.D.PAALBDC.CASH.IP,Per Aarsleff Holding AS,N/A,TRADEABLE,-,SHARES,AA
MOSYUS,UC.D.MOSYUS.CASH.IP,Peraso Inc,N/A,TRADEABLE,-,SHARES,PE
CECO,UA.D.CECO.CASH.IP,Perdoceo Education Corp,N/A,TRADEABLE,-,SHARES,ED
PAQCUUS,UC.D.PAQCUUS.CASH.IP,Perfect Corp,N/A,TRADEABLE,-,SHARES,PE
IL0ALN,KA.D.IL0ALN.CASH.IP,Permanent tsb Group Holdings PLC,N/A,TRADEABLE,-,SHARES,TS
IPM,EE.D.IPM.CASH.IP,Permanent TSB Group Holdings PLC (Euronext Dublin),N/A,TRADEABLE,-,SHARES,TS
RI,EC.D.RI.CASH.IP,Pernod Ricard SA,N/A,TRADEABLE,-,SHARES,RI
PRGOUS,SE.D.PRGOUS.CASH.IP,Perrigo Co,N/A,TRADEABLE,-,SHARES,PE
PSHNA,EG.D.PSHNA.CASH.IP,Pershing Square Holdings Limited,N/A,CLOSED,-,SHARES,SQ
PSHLN,KA.D.PSHLN.CASH.IP,Pershing Square Holdings Limited,N/A,TRADEABLE,-,SHARES,SQ
PSTHWSUS,SE.D.PSTHWSUS.CASH.IP,Pershing Square Tontine Holdings Limited - Warrants,N/A,CLOSED,-,SHARES,SQ
PSTHUS,SE.D.PSTHUS.CASH.IP,Pershing Square Tontine Holdings Ltd,N/A,CLOSED,-,SHARES,SQ
PSUSUS,SE.D.PSUSUS.CASH.IP,Pershing Square USA Ltd,N/A,TRADEABLE,-,SHARES,SQ
PETQUS,UC.D.PETQUS.CASH.IP,PetIQ Inc,N/A,CLOSED,-,SHARES,PE
PETSUS,UC.D.PETSUS.CASH.IP,PetMed Express Inc,N/A,TRADEABLE,-,SHARES,EX
PFVGY,ED.D.PFVGY.CASH.IP,Pfeiffer Vacuum Technology AG,N/A,TRADEABLE,-,SHARES,PF
PFSEGY,ED.D.PFSEGY.CASH.IP,Pfisterer Holding SE,N/A,TRADEABLE,-,SHARES,PF
PFE,SE.D.PFE.CASH.IP,Pfizer Inc (24 Hours),N/A,TRADEABLE,-,SHARES,PF
PFSWUS,UC.D.PFSWUS.CASH.IP,PFSweb Inc,N/A,CLOSED,-,SHARES,PF
PCG,SE.D.PCG.CASH.IP,PG&E Corp (24 Hours),N/A,TRADEABLE,-,SHARES,PG
PULSUS,SI.D.PULSUS.CASH.IP,PGIM Ultra Short Bond ETF,N/A,TRADEABLE,-,SHARES,PG
PGTIUS,UC.D.PGTIUS.CASH.IP,PGT Innovations Inc,N/A,CLOSED,-,SHARES,PG
PHMSM,EI.D.PHMSM.CASH.IP,Pharma Mar SA,N/A,TRADEABLE,-,SHARES,PH
PHNIM,EF.D.PHNIM.CASH.IP,Pharmanutra SpA,N/A,TRADEABLE,-,SHARES,Pharma
ALPHAFP,EC.D.ALPHAFP.CASH.IP,Pharnext SA,N/A,OFFLINE,-,SHARES,PH
PTCPL,PO.D.PTCPL.CASH.IP,Pharol SGPS SA,N/A,TRADEABLE,-,SHARES,PH
PHVSUS,UC.D.PHVSUS.CASH.IP,Pharvaris NV,N/A,TRADEABLE,-,SHARES,PH
PZRXUS,UC.D.PZRXUS.CASH.IP,PhaseRx Inc,N/A,OFFLINE,-,SHARES,PH
PHATUS,UC.D.PHATUS.CASH.IP,Phathom Pharmaceuticals Inc,N/A,TRADEABLE,-,SHARES,PH
BLIUS,UA.D.BLIUS.CASH.IP,PhenomeX Inc,N/A,CLOSED,-,SHARES,PH
PHILUS,SI.D.PHILUS.CASH.IP,PHI Group Inc,N/A,OFFLINE,-,SHARES,PH
PMUS,SE.D.PMUS.CASH.IP,Philip Morris International Inc (24 Hours),N/A,TRADEABLE,-,SHARES,PM
PSXUS,SE.D.PSXUS.CASH.IP,Phillips 66 (24 Hours),N/A,TRADEABLE,-,SHARES,PH
PSXPUS,SE.D.PSXPUS.CASH.IP,Phillips 66 Partners LP,N/A,CLOSED,-,SHARES,LP
PECOUS,UC.D.PECOUS.CASH.IP,Phillips Edison & Co Inc,N/A,TRADEABLE,-,SHARES,ED
ZBOLN,KC.D.ZBOLN.CASH.IP,Phimedix PLC,N/A,OFFLINE,-,SHARES,PH
PHINUS,SE.D.PHINUS.CASH.IP,Phinia Inc,N/A,TRADEABLE,-,SHARES,PH
RXIIUS,UC.D.RXIIUS.CASH.IP,Phio Pharmaceuticals Corp,N/A,TRADEABLE,-,SHARES,PH
PMSW,EJ.D.PMSW.CASH.IP,Phoenix Mecano AG,N/A,EDITS_ONLY,-,SHARES,PM
PHORLI,PK.D.PHORLI.CASH.IP,Phosagro OAO - GDR,N/A,SUSPENDED,-,SHARES,GD
CNLAU,AB.D.CNLAU.CASH.IP,Phosco Ltd,N/A,EDITS_ONLY,-,SHARES,PH
PHONO,EL.D.PHONO.CASH.IP,PhotoCure ASA,N/A,TRADEABLE,-,SHARES,PH
PHRUS,SE.D.PHRUS.CASH.IP,Phreesia Inc,N/A,TRADEABLE,-,SHARES,PH
PHSCLN,KC.D.PHSCLN.CASH.IP,PHSC PLC,N/A,TRADEABLE,-,SHARES,PH
PHUNUS,UC.D.PHUNUS.CASH.IP,Phunware Inc,N/A,TRADEABLE,-,SHARES,PH
4337JT,AJ.D.4337JT.CASH.IP,PIA Corporation,N/A,EDITS_ONLY,-,SHARES,PI
PIAIM,EF.D.PIAIM.CASH.IP,Piaggio & C SpA,N/A,TRADEABLE,-,SHARES,PI
PMIUS,SI.D.PMIUS.CASH.IP,Picard Medical Inc,N/A,TRADEABLE,-,SHARES,PI
PR2AU,AB.D.PR2AU.CASH.IP,Piche Resources Ltd,N/A,EDITS_ONLY,-,SHARES,PI
PIKSJ,AR.D.PIKSJ.CASH.IP,Pick n Pay Stores Ltd,N/A,TRADEABLE,-,SHARES,PI
PCLAUS,UC.D.PCLAUS.CASH.IP,PicoCELA Inc,N/A,TRADEABLE,-,SHARES,PI
IRET,KA.D.IRET.CASH.IP,Picton Property Income Ltd,N/A,TRADEABLE,-,SHARES,PI
PLLUS,UC.D.PLLUS.CASH.IP,Piedmont Lithium Limited,N/A,CLOSED,-,SHARES,PI
WCPAU,AB.D.WCPAU.CASH.IP,Piedmont Lithium Ltd,N/A,CLOSED,-,SHARES,PI
PDMUS,SE.D.PDMUS.CASH.IP,Piedmont Realty Trust Inc,N/A,TRADEABLE,-,SHARES,PI
YNBAU,AB.D.YNBAU.CASH.IP,Pier 12 Capital Limited,N/A,CLOSED,-,SHARES,PI
PIERCESS,EH.D.PIERCESS.CASH.IP,Pierce Group AB (publ),N/A,TRADEABLE,-,SHARES,PI
VAC,EC.D.VAC.CASH.IP,Pierre & Vacances SA,N/A,TRADEABLE,-,SHARES,PI
7956JT,AJ.D.7956JT.CASH.IP,Pigeon Corporation,N/A,EDITS_ONLY,-,SHARES,PI
PIHLISFH,EB.D.PIHLISFH.CASH.IP,Pihlajalinna Oyj,N/A,TRADEABLE,-,SHARES,PI
KAIAU,AB.D.KAIAU.CASH.IP,Pilbara Gold Limited,N/A,EDITS_ONLY,-,SHARES,PI
PPCUS,SE.D.PPCUS.CASH.IP,Pilgrim's Pride Corp,N/A,TRADEABLE,-,SHARES,PI
6490JT,AJ.D.6490JT.CASH.IP,Pillar Corporation,N/A,EDITS_ONLY,-,SHARES,PI
7846JT,AJ.D.7846JT.CASH.IP,Pilot Corporation,N/A,EDITS_ONLY,-,SHARES,PI
PGYAU,AB.D.PGYAU.CASH.IP,Pilot Energy Limited,N/A,EDITS_ONLY,-,SHARES,PI
PAXSUS,SE.D.PAXSUS.CASH.IP,PIMCO Access Income Fund,N/A,TRADEABLE,-,SHARES,PI
PZCUS,SE.D.PZCUS.CASH.IP,PIMCO California Municipal Income Fund III,N/A,CLOSED,-,SHARES,II
PCIUS,SE.D.PCIUS.CASH.IP,PIMCO Dynamic Credit and Mortgage Income Fund,N/A,EDITS_ONLY,-,SHARES,DY
PDIUS,SE.D.PDIUS.CASH.IP,Pimco Dynamic Income Fund,N/A,TRADEABLE,-,SHARES,DY
PDOUS,SE.D.PDOUS.CASH.IP,PIMCO Dynamic Income Opportunities Fund,N/A,TRADEABLE,-,SHARES,DY
PHKUS,SE.D.PHKUS.CASH.IP,PIMCO High Income Fund,N/A,TRADEABLE,-,SHARES,PI
PFNUS,SE.D.PFNUS.CASH.IP,PIMCO Income Strategy Fund II,N/A,TRADEABLE,-,SHARES,II
SSHYLN,KA.D.SSHYLN.CASH.IP,PIMCO Short-Term High Yield Corporate Bond - SSHY,N/A,TRADEABLE,-,SHARES,SS
BONDUS,SI.D.BONDUS.CASH.IP,Pimco Total Return ETF,N/A,TRADEABLE,-,SHARES,PI
PINAU,AB.D.PINAU.CASH.IP,PINCHme.com Inc,N/A,CLOSED,-,SHARES,PI
PNPCT,KN.D.PNPCT.CASH.IP,Pinetree Capital Ltd,N/A,TRADEABLE,-,SHARES,PI
2318HK,AC.D.2318HK.CASH.IP,Ping An Insurance Group Co of China Ltd,N/A,EDITS_ONLY,-,SHARES,Insurance
PINGUS,SE.D.PINGUS.CASH.IP,Ping Identity Holding Corporation,N/A,CLOSED,-,SHARES,ID
PINFIM,EF.D.PINFIM.CASH.IP,Pininfarina SpA,N/A,TRADEABLE,-,SHARES,PI
Z3ROAU,AB.D.Z3ROAU.CASH.IP,Pinnacle aShares Dynamic Cash Fund (Managed Fund),N/A,CLOSED,-,SHARES,DY
SAVEAU,AB.D.SAVEAU.CASH.IP,Pinnacle Ashares Global Dynamic Income Fund (Managed Fund),N/A,CLOSED,-,SHARES,DY
PINSUS,SE.D.PINSUS.CASH.IP,Pinterest Inc (24 Hours),N/A,TRADEABLE,-,SHARES,PI
5988JT,AJ.D.5988JT.CASH.IP,PIOLAX Inc,N/A,EDITS_ONLY,-,SHARES,PI
POOLBSS,EH.D.POOLBSS.CASH.IP,PION GROUP AB,N/A,TRADEABLE,-,SHARES,PI
PVNIM,EF.D.PVNIM.CASH.IP,Piovan SpA,N/A,OFFLINE,-,SHARES,PI
PIPLN,KC.D.PIPLN.CASH.IP,PipeHawk PLC,N/A,TRADEABLE,-,SHARES,PI
PIRCIM,EF.D.PIRCIM.CASH.IP,Pirelli & C. SpA,N/A,TRADEABLE,-,SHARES,PI
PTNMUS,UC.D.PTNMUS.CASH.IP,Pitanium Ltd,N/A,SUSPENDED,-,SHARES,PI
PBI,SE.D.PBI.CASH.IP,Pitney Bowes Inc,N/A,TRADEABLE,-,SHARES,PI
PTDLN,KC.D.PTDLN.CASH.IP,Pittards PLC,N/A,CLOSED,-,SHARES,PI
2743JT,AJ.D.2743JT.CASH.IP,Pixel Companyz Inc,N/A,CLOSED,-,SHARES,PI
PXLWUS,UC.D.PXLWUS.CASH.IP,Pixelworks Inc,N/A,TRADEABLE,-,SHARES,PI
PJTUS,SE.D.PJTUS.CASH.IP,PJT Partners Inc,N/A,TRADEABLE,-,SHARES,PJ
3993JT,AJ.D.3993JT.CASH.IP,PKSHA Technology Inc,N/A,EDITS_ONLY,-,SHARES,PK
PAGPUS,SE.D.PAGPUS.CASH.IP,Plains GP Holdings LP,N/A,TRADEABLE,-,SHARES,GP
DMYQUS,SB.D.DMYQUS.CASH.IP,Planet Labs PBC,N/A,TRADEABLE,-,SHARES,PB
FSNTGY,ED.D.FSNTGY.CASH.IP,Platform Group SE & Co KgaA,N/A,TRADEABLE,-,SHARES,KG
PLZUCN,KN.D.PLZUCN.CASH.IP,Plaza Retail REIT,N/A,TRADEABLE,-,SHARES,RE
GGHAU,AB.D.GGHAU.CASH.IP,PLC Financial Solutions Limited,N/A,CLOSED,-,SHARES,PLC
PSUS,UC.D.PSUS.CASH.IP,Pluralsight Inc,N/A,CLOSED,-,SHARES,PS
PLXPUS,UC.D.PLXPUS.CASH.IP,PLx Pharma Inc,N/A,OFFLINE,-,SHARES,PH
PAFAU,AB.D.PAFAU.CASH.IP,PM Capital Asian Opportunities Fund Limited,N/A,CLOSED,-,SHARES,PM
PGFAU,AB.D.PGFAU.CASH.IP,PM Capital Global Opportunities Fund Ltd,N/A,EDITS_ONLY,-,SHARES,PM
PMTAU,AB.D.PMTAU.CASH.IP,PMET Resources Inc,N/A,EDITS_ONLY,-,SHARES,PM
PMETCN,KN.D.PMETCN.CASH.IP,PMET Resources Inc(CA),N/A,TRADEABLE,-,SHARES,PM
PMVCUUS,SE.D.PMVCUUS.CASH.IP,PMV Consumer Acquisition Corporation,N/A,CLOSED,-,SHARES,PM
PMVPUS,UC.D.PMVPUS.CASH.IP,PMV Pharmaceuticals Inc,N/A,TRADEABLE,-,SHARES,PM
PNC,SE.D.PNC.CASH.IP,PNC Financial Services Group Inc (24 Hours),N/A,TRADEABLE,-,SHARES,PN
